MMS Id,Network Number,Bibliographic Lifecycle,Collection Name,Suppressed From Discovery,Num Digital Representations  (In Repository),Title
991011546588104641,ms108_ihpc_clarksc0004; grinnell:14063,In Repository,Fleming Fraker Postcard Collection,No,1,"East side Main Street, Clarksville, Iowa"
991011546588204641,ms108_ihpc_charle0012; grinnell:14104,In Repository,Fleming Fraker Postcard Collection,No,1,"Congregational church, Charles City, Iowa [002]"
991011546588304641,ms108_ihpc_clarksc0006; grinnell:14062,In Repository,Fleming Fraker Postcard Collection,No,1,"O.K. Restaurant and lunch counter, Clarkesville, Iowa"
991011546588404641,ms108_ihpc_ames0026; grinnell:13768,In Repository,Fleming Fraker Postcard Collection,No,1,"View of campus, Iowa State College, Ames, Iowa"
991011546588504641,ms108_ihpc_charle0006; grinnell:14103,In Repository,Fleming Fraker Postcard Collection,No,1,"Cedar River, Charles City, Iowa"
991011546588604641,ms108_ihpc_ames0004; grinnell:13767,In Repository,Fleming Fraker Postcard Collection,No,1,"Campus drive at Iowa State College, Ames, Iowa"
991011546588704641,ms108_ihpc_clayto0001; grinnell:14061,In Repository,Fleming Fraker Postcard Collection,No,1,"Road leading into Clayton, Iowa"
991011546588904641,ms108_ihpc_ames0022; grinnell:13766,In Repository,Fleming Fraker Postcard Collection,No,1,"Scene on campus, Iowa State College, Ames, Iowa"
991011546589004641,ms108_ihpc_cleara0015; grinnell:14059,In Repository,Fleming Fraker Postcard Collection,No,1,"Lake Shore Hotel, Clear Lake, Iowa [001]"
991011546589104641,ms108_ihpc_cedarm0026; grinnell:13765,In Repository,Fleming Fraker Postcard Collection,No,1,"Iowa theater, Cedar Rapids, Iowa"
991011546589204641,ms108_ihpc_cleara0006; grinnell:14058,In Repository,Fleming Fraker Postcard Collection,No,1,"Chappell Clinic, Clear Lake, Iowa"
991011546589304641,ms108_ihpc_marshac0007; grinnell:13764,In Repository,Fleming Fraker Postcard Collection,No,1,"Hospital, soldiers home, Marshalltown, Iowa"
991011546589404641,ms108_ihpc_marshac0008; grinnell:13763,In Repository,Fleming Fraker Postcard Collection,No,1,"Fishing hut at soldiers, Marshalltown, Iowa"
991011546589504641,ms108_ihpc_cleara0007; grinnell:14057,In Repository,Fleming Fraker Postcard Collection,No,1,"Dr. Chappell's Clinic, Clear Lake, Iowa"
991011546589604641,ms108_ihpc_cleara0004; grinnell:14056,In Repository,Fleming Fraker Postcard Collection,No,1,"Before sunset on Clear Lake, Iowa"
991011546589704641,ms108_ihpc_marshac0009; grinnell:13762,In Repository,Fleming Fraker Postcard Collection,No,1,"Log cabin, Soldier's Home, Marshalltown, Iowa"
991011546589804641,ms108_ihpc_cleara0027; grinnell:14055,In Repository,Fleming Fraker Postcard Collection,No,1,"Sunset on Clear Lake, Iowa"
991011546589904641,ms108_ihpc_marshac0010; grinnell:13761,In Repository,Fleming Fraker Postcard Collection,No,1,"Soldier's home, main building, Marshalltown, Iowa"
991011546590004641,ms108_ihpc_cleara0013; grinnell:14054,In Repository,Fleming Fraker Postcard Collection,No,1,"Just before sunset, Clear Lake, Iowa"
991011546590104641,ms108_ihpc_cleara0028; grinnell:14053,In Repository,Fleming Fraker Postcard Collection,No,1,"Yacht racing on beautiful Clear Lake, Clear Lake, Iowa"
991011546590204641,ms108_ihpc_marshac0011; grinnell:13760,In Repository,Fleming Fraker Postcard Collection,No,1,"Main building, Iowa soldier's  home, Marshalltown, Iowa"
991011546590304641,ms108_ihpc_cleara0026; grinnell:14052,In Repository,Fleming Fraker Postcard Collection,No,1,"Speedboat, Clear Lake, Iowa"
991011546590404641,ms108_ihpc_ames0002; grinnell:14253,In Repository,Fleming Fraker Postcard Collection,No,1,"Bob's Tip-Top Restaurant, Ames, Iowa"
991011546590504641,ms108_ihpc_bellep0023; grinnell:14202,In Repository,Fleming Fraker Postcard Collection,No,1,"Iowa River view, Belle Plaine, Iowa"
991011546590604641,ms108_ihpc_charle0011; grinnell:14102,In Repository,Fleming Fraker Postcard Collection,No,1,"Congregational church, Charles City, Iowa [001]"
991011546590704641,ms108_ihpc_grinne0178; grinnell:13367,In Repository,Fleming Fraker Postcard Collection,No,1,"Main Street, Grinnell, Iowa [002]"
991011546590804641,ms108_ihpc_monroe0001; grinnell:13366,In Repository,Fleming Fraker Postcard Collection,No,1,"Greeting card, Monroe, Iowa"
991011546590904641,ms108_ihpc_grinne0045; grinnell:13360,In Repository,Fleming Fraker Postcard Collection,No,1,"Through the campus grove, Iowa College, Grinnell, Iowa"
991011546591004641,ms108_ihpc_grinne0049; grinnell:13358,In Repository,Fleming Fraker Postcard Collection,No,1,"Iowa College buildings, Grinnell, Iowa"
991011546591104641,ms108_ihpc_grinne0039; grinnell:13357,In Repository,Fleming Fraker Postcard Collection,No,1,"Mess hall O.T.S., [Grinnell College], Grinnell, Iowa"
991011546591204641,ms108_ihpc_atlanta0006; grinnell:13355,In Repository,Fleming Fraker Postcard Collection,No,1,"Multiview of Atlantic, Iowa"
991011546591304641,ms108_ihpc_grinne0029; grinnell:13353,In Repository,Fleming Fraker Postcard Collection,No,1,"Campus, [Iowa College], Grinnell, Iowa"
991011546591504641,ms108_ihpc_ames0001; grinnell:13348,In Repository,Fleming Fraker Postcard Collection,No,1,"Alumni Hall, Iowa State College, Ames, Iowa"
991011546591604641,ms108_ihpc_ames0007; grinnell:13347,In Repository,Fleming Fraker Postcard Collection,No,1,"Central Hall, Iowa State College, Ames, Iowa"
991011546591704641,ms108_ihpc_clinto0011; grinnell:13346,In Repository,Fleming Fraker Postcard Collection,No,1,"Observation tower, Eagle Point Park, Clinton, Iowa"
991011546591804641,ms108_ihpc_belmon0004; grinnell:13345,In Repository,Fleming Fraker Postcard Collection,No,1,"Main Street looking west, Belmond, Iowa"
991011546591904641,ms108_ihpc_ames0010; grinnell:13343,In Repository,Fleming Fraker Postcard Collection,No,1,"Engineering Hall, Iowa State College, Ames, Iowa"
991011546592004641,ms108_ihpc_le_gra0003; grinnell:13342,In Repository,Fleming Fraker Postcard Collection,No,1,"Old college, Le Grand, Iowa"
991011546592104641,ms108_ihpc_state0002; grinnell:13341,In Repository,Fleming Fraker Postcard Collection,No,1,"Greetings from State Center, Iowa"
991011546592204641,ms108_ihpc_ames0016; grinnell:13340,In Repository,Fleming Fraker Postcard Collection,No,1,"Home Economics Hall, Iowa State Agricultural College, Iowa State University, Ames, Iowa"
991011546592304641,ms108_ihpc_grinne0126; grinnell:13338,In Repository,Fleming Fraker Postcard Collection,No,1,"Chicago Hall and campus view, Grinnell, Iowa [001]"
991011546592404641,ms108_ihpc_grinne0109; grinnell:13337,In Repository,Fleming Fraker Postcard Collection,No,1,"College grounds, Grinnell College, Grinnell, Iowa"
991011546592504641,ms108_ihpc_grinne0116; grinnell:13334,In Repository,Fleming Fraker Postcard Collection,No,1,"Womens  quadrangle, Grinnell College, Grinnell, Iowa"
991011546592604641,ms108_ihpc_grinne0115; grinnell:13333,In Repository,Fleming Fraker Postcard Collection,No,1,"Quadrangle Dining Room, Grinnell College, Grinnell, Iowa"
991011546592704641,ms108_ihpc_grinne0023; grinnell:13332,In Repository,Fleming Fraker Postcard Collection,No,1,"Quadrangle, Grinnell College, Grinnell, Iowa"
991011546592804641,ms108_ihpc_callen0001; grinnell:13328,In Repository,Fleming Fraker Postcard Collection,No,1,"Greetings from Callender, Iowa"
991011546593004641,ms108_ihpc_newton0009; grinnell:13321,In Repository,Fleming Fraker Postcard Collection,No,1,"Remodeled sanctuary, First Methodist Church, Newton, Iowa"
991011546593104641,ms108_ihpc_bellep0016; grinnell:13320,In Repository,Fleming Fraker Postcard Collection,No,1,"Eighth Avenue, Belle Plaine, Iowa"
991011546593204641,ms108_ihpc_colfax0012; grinnell:13317,In Repository,Fleming Fraker Postcard Collection,No,1,"Hotels in Colfax, Iowa"
991011546593304641,ms108_ihpc_gladbr0007; grinnell:13313,In Repository,Fleming Fraker Postcard Collection,No,1,"Evan[gelical] church, Gladbrook, Iowa"
991011546593404641,ms108_ihpc_newton0005; grinnell:13312,In Repository,Fleming Fraker Postcard Collection,No,1,"Churches, Newton, Iowa"
991011546593504641,ms108_ihpc_charlo0001; grinnell:13310,In Repository,Fleming Fraker Postcard Collection,No,1,"Greetings from Charlotte, Iowa"
991011546593704641,ms108_ihpc_burt0004; grinnell:13308,In Repository,Fleming Fraker Postcard Collection,No,1,"Souvenir of Burt, Iowa"
991011546593804641,ms108_ihpc_cheste0002; grinnell:13307,In Repository,Fleming Fraker Postcard Collection,No,1,"Greetings from Chester, Iowa"
991011546593904641,ms108_ihpc_adel0006; grinnell:13305,In Repository,Fleming Fraker Postcard Collection,No,1,"Street scene, Adel, Iowa"
991011546594004641,ms108_ihpc_burt0002; grinnell:13303,In Repository,Fleming Fraker Postcard Collection,No,1,"Greetings from Burt, Iowa"
991011546594104641,ms108_ihpc_anthon0002; grinnell:13302,In Repository,Fleming Fraker Postcard Collection,No,1,"Montage of Anthon, Iowa"
991011546594204641,ms108_ihpc_grinne0199; grinnell:13300,In Repository,Fleming Fraker Postcard Collection,No,1,"Be a Live One and Come to Grinnell, Iowa"
991011546594304641,ms108_ihpc_clinto0030; grinnell:13298,In Repository,Fleming Fraker Postcard Collection,No,1,"St. Mary's Church, Clinton, Iowa"
991011546594704641,ms108_ihpc_anamos0004; grinnell:13294,In Repository,Fleming Fraker Postcard Collection,No,1,"Iowa State Quarry, Anamosa, Iowa"
991011546594804641,ms108_ihpc_liscom0001; grinnell:13293,In Repository,Fleming Fraker Postcard Collection,No,1,"Buildings and streets, Liscomb, Iowa"
991011546594904641,ms108_ihpc_buffala0001; grinnell:13290,In Repository,Fleming Fraker Postcard Collection,No,1,"Greetings from Buffalo, Iowa"
991011546595004641,ms108_ihpc_grinne0192; grinnell:13283,In Repository,Fleming Fraker Postcard Collection,No,1,"Broad Street, Grinnell, Iowa [001]"
991011546595104641,ms108_ihpc_grinne0177; grinnell:13281,In Repository,Fleming Fraker Postcard Collection,No,1,"Methodist church, Grinnell, Iowa [001]"
991011546595504641,ms108_ihpc_cedarm0052; grinnell:13277,In Repository,Fleming Fraker Postcard Collection,No,1,"Club room, Y.W.C.A., Cedar Rapids, Iowa"
991011546595704641,ms108_ihpc_brookle0002; grinnell:13553,In Repository,Fleming Fraker Postcard Collection,No,1,"Catholic church, Brooklyn, Iowa [001]"
991011546595804641,ms108_ihpc_altonb0003; grinnell:13552,In Repository,Fleming Fraker Postcard Collection,No,1,"St. Mary's Church, Alton, Iowa [003]"
991011546595904641,ms108_ihpc_altonb0015; grinnell:13551,In Repository,Fleming Fraker Postcard Collection,No,1,"St. Mary's Church, Alton, Iowa [002]"
991011546596004641,ms108_ihpc_altonb0016; grinnell:13550,In Repository,Fleming Fraker Postcard Collection,No,1,"St. Mary's Church, Alton, Iowa [001]"
991011546596104641,ms108_ihpc_gladbr0002; grinnell:13549,In Repository,Fleming Fraker Postcard Collection,No,1,"R I on G W, March 21, 1910, Gladbrook, Iowa [003]"
991011546596204641,ms108_ihpc_gladbr0012; grinnell:13548,In Repository,Fleming Fraker Postcard Collection,No,1,"R I on G W, March 21, 1910, Gladbrook, Iowa [002]"
991011546596304641,ms108_ihpc_gladbr0016; grinnell:13547,In Repository,Fleming Fraker Postcard Collection,No,1,"R I on G W, March 21, 1910, Gladbrook, Iowa [001]"
991011546596404641,ms108_ihpc_atlanta0009; grinnell:13546,In Repository,Fleming Fraker Postcard Collection,No,1,"C.R.I. & P. Railway Station, Atlantic, Iowa"
991011546596504641,ms108_ihpc_cleara0016; grinnell:13545,In Repository,Fleming Fraker Postcard Collection,No,1,"Main Avenue, Clear Lake, Iowa"
991011546596604641,ms108_ihpc_grinne0140; grinnell:13544,In Repository,Fleming Fraker Postcard Collection,No,1,"Ladies' Gymnasium, [Iowa College], Grinnell, Iowa [002]"
991011546596704641,ms108_ihpc_montez0003; grinnell:13541,In Repository,Fleming Fraker Postcard Collection,No,1,"Court house, Montezuma, Iowa [001]"
991011546596804641,ms108_ihpc_cedarm0037; grinnell:13537,In Repository,Fleming Fraker Postcard Collection,No,1,"Penick & Ford, Cedar Rapids, Iowa"
991011546596904641,ms108_ihpc_cedarm0038; grinnell:13536,In Repository,Fleming Fraker Postcard Collection,No,1,"Penick & Ford, Ltd., Cedar Rapids, Iowa"
991011546597004641,ms108_ihpc_grinne0103; grinnell:13534,In Repository,Fleming Fraker Postcard Collection,No,1,"Men's  dormitory, Grinnell College, Grinnell, Iowa [005]"
991011546597104641,ms108_ihpc_newton0030; grinnell:13532,In Repository,Fleming Fraker Postcard Collection,No,1,"Normal College, Newton, Iowa"
991011546597204641,ms108_ihpc_grinne0159; grinnell:13529,In Repository,Fleming Fraker Postcard Collection,No,1,"Grinnell's largest clothier, Grinnell, Iowa"
991011546597304641,ms108_ihpc_albia0004; grinnell:13527,In Repository,Fleming Fraker Postcard Collection,No,1,"Court house, Albia, Iowa"
991011546597504641,ms108_ihpc_grinne0017; grinnell:13521,In Repository,Fleming Fraker Postcard Collection,No,1,"Men's  dormitory, Grinnell College, Grinnell, Iowa [003]"
991011546597604641,ms108_ihpc_grinne0077; grinnell:13513,In Repository,Fleming Fraker Postcard Collection,No,1,"Chicago Hall, Iowa College, Grinnell, Iowa [002]"
991011546597704641,ms108_ihpc_grinne0078; grinnell:13507,In Repository,Fleming Fraker Postcard Collection,No,1,"Chicago Hall, Grinnell College, Grinnell, Iowa [001]"
991011546597804641,ms108_ihpc_clinto0025; grinnell:13506,In Repository,Fleming Fraker Postcard Collection,No,1,"Lyons Bridge over the Mississippi River, Clinton, Iowa"
991011546597904641,ms108_ihpc_le_gra0001; grinnell:13505,In Repository,Fleming Fraker Postcard Collection,No,1,"Up the walk Palmer College, Le Grand, Iowa"
991011546598004641,ms108_ihpc_cedarm0004; grinnell:13504,In Repository,Fleming Fraker Postcard Collection,No,1,"Auditorium, Cedar Rapids, Iowa"
991011546598104641,ms108_ihpc_clinto0022; grinnell:13503,In Repository,Fleming Fraker Postcard Collection,No,1,"La Fayette Hotel, Clinton, Iowa"
991011546598204641,ms108_ihpc_grinne0141; grinnell:13502,In Repository,Fleming Fraker Postcard Collection,No,1,"Rand Gymnasium, [Iowa College], Grinnell, Iowa"
991011546598304641,ms108_ihpc_clinto0023; grinnell:13501,In Repository,Fleming Fraker Postcard Collection,No,1,"Lafayette Inn, Clinton, Iowa"
991011546598404641,ms108_ihpc_newton0017; grinnell:13500,In Repository,Fleming Fraker Postcard Collection,No,1,"Court house, Newton, Iowa [002]"
991011546598504641,ms108_ihpc_altonb0001; grinnell:13497,In Repository,Fleming Fraker Postcard Collection,No,1,"Tenth Street looking east, Alton, Iowa [001]"
991011546598604641,ms108_ihpc_ames0008; grinnell:13494,In Repository,Fleming Fraker Postcard Collection,No,1,"Looking west at Central Building, Iowa State College, Ames, Iowa"
991011546598704641,ms108_ihpc_ames0005; grinnell:13493,In Repository,Fleming Fraker Postcard Collection,No,1,"Central Building, [Iowa State College, Ames, Iowa]"
991011546598804641,ms108_ihpc_ames0006; grinnell:13492,In Repository,Fleming Fraker Postcard Collection,No,1,"Central Building, Iowa State College, Ames, Iowa"
991011546598904641,ms108_ihpc_ames0013; grinnell:13491,In Repository,Fleming Fraker Postcard Collection,No,1,"Fresh-soph tug of war, Iowa State College, Ames, Iowa"
991011546599004641,ms108_ihpc_anamos0001; grinnell:13490,In Repository,Fleming Fraker Postcard Collection,No,1,"Iowa State Penitentiary, Anamosa, Iowa"
991011546599104641,ms108_ihpc_anamos0002; grinnell:13489,In Repository,Fleming Fraker Postcard Collection,No,1,"Administration building, State Reformatory, Anamosa, Iowa"
991011546599204641,ms108_ihpc_anamos0003; grinnell:13488,In Repository,Fleming Fraker Postcard Collection,No,1,"Female department, Iowa State Reformatory, Anamosa, Iowa"
991011546599304641,ms108_ihpc_anamos0005; grinnell:13487,In Repository,Fleming Fraker Postcard Collection,No,1,"Iowa State Reformatory, Anamosa, Iowa"
991011546599404641,ms108_ihpc_toldeo0002; grinnell:13484,In Repository,Fleming Fraker Postcard Collection,No,1,"Indian school, Toledo, Iowa"
991011546599504641,ms108_ihpc_anamos0007; grinnell:13481,In Repository,Fleming Fraker Postcard Collection,No,1,"Main Street east from Ford, Anamosa, Iowa"
991011546599604641,ms108_ihpc_grinne0137; grinnell:13480,In Repository,Fleming Fraker Postcard Collection,No,1,"Soccer at Grinnell College, Grinnell, Iowa"
991011546599704641,ms108_ihpc_atlanta0001; grinnell:13479,In Repository,Fleming Fraker Postcard Collection,No,1,"View of Chestnut St., Atlantic, Iowa"
991011546599804641,ms108_ihpc_grinne0166; grinnell:13477,In Repository,Fleming Fraker Postcard Collection,No,1,"Fourth Avenue, Grinnell, Iowa [001]"
991011546599904641,ms108_ihpc_ames0012; grinnell:13471,In Repository,Fleming Fraker Postcard Collection,No,1,"Fountain and the Campanile, Iowa State College, Ames, Iowa"
991011546600004641,ms108_ihpc_bellevb0008; grinnell:13470,In Repository,Fleming Fraker Postcard Collection,No,1,"Santa Claus arriving at the 5 & 10 cent store, Bellevue, Iowa"
991011546600104641,ms108_ihpc_ames0020; grinnell:13469,In Repository,Fleming Fraker Postcard Collection,No,1,"Methodist church, Ames, Iowa"
991011546600204641,ms108_ihpc_clinto0016; grinnell:13468,In Repository,Fleming Fraker Postcard Collection,No,1,"First M.E. church, Clinton, Iowa"
991011546600304641,ms108_ihpc_newton0042; grinnell:13467,In Repository,Fleming Fraker Postcard Collection,No,1,"Methodist Episcopal church, Newton, Iowa [003]"
991011546600404641,ms108_ihpc_newton0029; grinnell:13466,In Repository,Fleming Fraker Postcard Collection,No,1,"Methodist Episcopal church, Newton, Iowa [002]"
991011546600504641,ms108_ihpc_algona0003; grinnell:13464,In Repository,Fleming Fraker Postcard Collection,No,1,"M.E. church, Algona, Iowa"
991011546600604641,ms108_ihpc_bellep0029; grinnell:13462,In Repository,Fleming Fraker Postcard Collection,No,1,"M.E. church, Belle Plaine, Iowa [001]"
991011546600904641,ms108_ihpc_allert0002; grinnell:13459,In Repository,Fleming Fraker Postcard Collection,No,1,"Looking southwest on Main Street, Allerton, Iowa"
991011546601004641,ms108_ihpc_grinne0127; grinnell:13457,In Repository,Fleming Fraker Postcard Collection,No,1,"Darby fieldhouse and mens gymnasium, Grinnell College, Grinnell, Iowa"
991011546601104641,ms108_ihpc_adel0003; grinnell:13456,In Repository,Fleming Fraker Postcard Collection,No,1,"Dallas County Hospital, Adel, Iowa"
991011546601204641,ms108_ihpc_amana0006; grinnell:13455,In Repository,Fleming Fraker Postcard Collection,No,1,"Colony Inn, Amana, Iowa"
991011546601304641,ms108_ihpc_clearfb0002; grinnell:13454,In Repository,Fleming Fraker Postcard Collection,No,1,"M.E. church, Clearfield, Iowa"
991011546601404641,ms108_ihpc_grinne0027; grinnell:13451,In Repository,Fleming Fraker Postcard Collection,No,1,"Administration building and Blair Hall, Grinnell College, Grinnell, Iowa"
991011546601504641,ms108_ihpc_grinne0053; grinnell:13450,In Repository,Fleming Fraker Postcard Collection,No,1,"Administration building, Grinnell College, Grinnell, Iowa [002]"
991011546601704641,ms108_ihpc_bellep0005; grinnell:13447,In Repository,Fleming Fraker Postcard Collection,No,1,"C. & N.W. shops, Belle Plaine, Iowa"
991011546601804641,ms108_ihpc_cherok0015; grinnell:13446,In Repository,Fleming Fraker Postcard Collection,No,1,"Wade Building, state hospital, Cherokee, Iowa"
991011546601904641,ms108_ihpc_cherok0016; grinnell:13445,In Repository,Fleming Fraker Postcard Collection,No,1,"Donohoe Building, State Hospital, Cherokee, Iowa"
991011546602004641,ms108_ihpc_cherok0005; grinnell:13444,In Repository,Fleming Fraker Postcard Collection,No,1,"Depot, Cherokee, Iowa"
991011546602104641,ms108_ihpc_charle0018; grinnell:13443,In Repository,Fleming Fraker Postcard Collection,No,1,"Charles City Western Railway, Charles City, Iowa"
991011546602204641,ms108_ihpc_atlanta0004; grinnell:13440,In Repository,Fleming Fraker Postcard Collection,No,1,"Court house, Atlantic, Iowa"
991011546602304641,ms108_ihpc_montez0004; grinnell:13439,In Repository,Fleming Fraker Postcard Collection,No,1,"Hauser Hotel, Montezuma, Iowa"
991011546602404641,ms108_ihpc_boone0004; grinnell:13431,In Repository,Fleming Fraker Postcard Collection,No,1,"Railroad bridge, across the Des Moines River, Boone, Iowa"
991011546602504641,ms108_ihpc_bonair0001; grinnell:13430,In Repository,Fleming Fraker Postcard Collection,No,1,"M.E. church, Bonair, Iowa"
991011546602704641,ms108_ihpc_arthur0001; grinnell:13427,In Repository,Fleming Fraker Postcard Collection,No,1,"Birds eye view of Arthur, Iowa"
991011546602804641,ms108_ihpc_anthon0001; grinnell:13426,In Repository,Fleming Fraker Postcard Collection,No,1,"Birdseye view of Anthon, Iowa"
991011546602904641,ms108_ihpc_alpha0004; grinnell:13425,In Repository,Fleming Fraker Postcard Collection,No,1,"Birdseye view from Rock Bend, Alpha, Iowa"
991011546603004641,ms108_ihpc_centerf0005; grinnell:13423,In Repository,Fleming Fraker Postcard Collection,No,1,"U.S. post office, Centerville, Iowa"
991011546603104641,ms108_ihpc_belmon0002; grinnell:13422,In Repository,Fleming Fraker Postcard Collection,No,1,"Iowa Valley Sugar Co., Belmond, Iowa"
991011546603204641,ms108_ihpc_cedarm0039; grinnell:13421,In Repository,Fleming Fraker Postcard Collection,No,1,"Home of /""Quaker Oats/"", Cedar Rapids, Iowa"
991011546603304641,ms108_ihpc_cedarm0040; grinnell:13420,In Repository,Fleming Fraker Postcard Collection,No,1,"Quaker Oats Company, Cedar Rapids, Iowa"
991011546603404641,ms108_ihpc_cedarm0042; grinnell:13419,In Repository,Fleming Fraker Postcard Collection,No,1,"Quaker Oats plant, Cedar Rapids, Iowa"
991011546603504641,ms108_ihpc_altonb0008; grinnell:13417,In Repository,Fleming Fraker Postcard Collection,No,1,"North side of Main Street, Alton, Iowa"
991011546603604641,ms108_ihpc_albia0005; grinnell:13416,In Repository,Fleming Fraker Postcard Collection,No,1,"Country club, Albia, Iowa"
991011546603704641,ms108_ihpc_grinne0113; grinnell:13415,In Repository,Fleming Fraker Postcard Collection,No,1,"Alumni Hall, Grinnell College, Grinnell, Iowa"
991011546603804641,ms108_ihpc_grinne0145; grinnell:13414,In Repository,Fleming Fraker Postcard Collection,No,1,"Alumni Hall, Grinnell College, Grinnell, Iowa [001]"
991011546603904641,ms108_ihpc_altonb0018; grinnell:13413,In Repository,Fleming Fraker Postcard Collection,No,1,"Snow scene at Alton, Iowa"
991011546604004641,ms108_ihpc_grinne0102; grinnell:13412,In Repository,Fleming Fraker Postcard Collection,No,1,"Presidents home, Grinnell College, Grinnell, Iowa"
991011546604104641,ms108_ihpc_grinne0097; grinnell:13411,In Repository,Fleming Fraker Postcard Collection,No,1,"View from Herrick Chapel, Iowa College, Grinnell, Iowa"
991011546604204641,ms108_ihpc_grinne0198; grinnell:13408,In Repository,Fleming Fraker Postcard Collection,No,1,"Welcome to our churches, Grinnell, Iowa [002]"
991011546604304641,ms108_ihpc_victor0006; grinnell:13406,In Repository,Fleming Fraker Postcard Collection,No,1,"Greetings from Victor, Iowa"
991011546604404641,ms108_ihpc_grinne0161; grinnell:13405,In Repository,Fleming Fraker Postcard Collection,No,1,"Main Street looking north, Grinnell, Iowa [002]"
991011546604504641,ms108_ihpc_centerd0001; grinnell:13390,In Repository,Fleming Fraker Postcard Collection,No,1,"/""We Like Center Point. So Will You/"", Center Point, Iowa"
991011546604604641,ms108_ihpc_grinne0121; grinnell:13388,In Repository,Fleming Fraker Postcard Collection,No,1,"View on campus, Iowa College, Grinnell, Iowa"
991011546604704641,ms108_ihpc_grinne0108; grinnell:13387,In Repository,Fleming Fraker Postcard Collection,No,1,"Campus, Grinnell College, Grinnell, Iowa"
991011546604804641,ms108_ihpc_grinne0106; grinnell:13382,In Repository,Fleming Fraker Postcard Collection,No,1,"College campus, Grinnell, Iowa [002]"
991011546604904641,ms108_ihpc_cedarm0009; grinnell:13381,In Repository,Fleming Fraker Postcard Collection,No,1,"Cedar Rapids Barber College, Cedar Rapids, Iowa"
991011546605004641,ms108_ihpc_clinto0021; grinnell:13380,In Repository,Fleming Fraker Postcard Collection,No,1,"Scenic view of the Mississippi and bridges, Clinton, Iowa"
991011546605204641,ms108_ihpc_blakes0001; grinnell:13376,In Repository,Fleming Fraker Postcard Collection,No,1,"Greetings from Blakesburg, Iowa"
991011546605304641,ms108_ihpc_grinne0042; grinnell:13373,In Repository,Fleming Fraker Postcard Collection,No,1,"North campus residence halls, Grinnell College, Grinnell, Iowa"
991011546605404641,ms108_ihpc_grinne0133; grinnell:13372,In Repository,Fleming Fraker Postcard Collection,No,1,"Colonia[l] Opera House, Grinnell, Iowa"
991011546605504641,ms108_ihpc_charle0008; grinnell:13371,In Repository,Fleming Fraker Postcard Collection,No,1,"Cedar Valley Hospital, Charles City, Iowa"
991011546605604641,ms108_ihpc_altavi0001; grinnell:13370,In Repository,Fleming Fraker Postcard Collection,No,1,"Business section, Alta Vista, Iowa"
991011546611404641,ms108_ihpc_masona0017; grinnell:15435,In Repository,Fleming Fraker Postcard Collection,No,1,"St. Joseph's Mercy Hospital, Mason City, Iowa"
991011546611504641,ms108_ihpc_red_oaa0009; grinnell:15531,In Repository,Fleming Fraker Postcard Collection,No,1,"Armory, Red Oak, Iowa"
991011546611604641,ms108_ihpc_masona0016; grinnell:15434,In Repository,Fleming Fraker Postcard Collection,No,1,"Post office, Mason City, Iowa"
991011546611704641,ms108_ihpc_red_oaa0010; grinnell:15530,In Repository,Fleming Fraker Postcard Collection,No,1,"New Coolbaugh Street Bridge, Red Oak, Iowa"
991011546611804641,ms108_ihpc_masona0015; grinnell:15433,In Repository,Fleming Fraker Postcard Collection,No,1,"U.S. post office and federal court house, Mason City, Iowa"
991011546611904641,ms108_ihpc_siouxa0001; grinnell:15529,In Repository,Fleming Fraker Postcard Collection,No,1,"View of three states, Iowa, South Dakota, Nebraska, showing the Sioux and Missouri Rivers, Sioux City, Iowa"
991011546612004641,ms108_ihpc_masona0001; grinnell:15432,In Repository,Fleming Fraker Postcard Collection,No,1,"Greetings from Mason City, Iowa"
991011546612104641,ms108_ihpc_massil0001; grinnell:15431,In Repository,Fleming Fraker Postcard Collection,No,1,"Depot, Massillon, Iowa"
991011546612204641,ms108_ihpc_siouxa0002; grinnell:15528,In Repository,Fleming Fraker Postcard Collection,No,1,"Combination Bridge, Sioux City, Iowa"
991011546612304641,ms108_ihpc_mauric0001; grinnell:15430,In Repository,Fleming Fraker Postcard Collection,No,1,"Souvenir of Maurice, Iowa"
991011546612404641,ms108_ihpc_siouxa0003; grinnell:15527,In Repository,Fleming Fraker Postcard Collection,No,1,"Josephine, Sioux City, Iowa"
991011546612504641,ms108_ihpc_maxwel0002; grinnell:15429,In Repository,Fleming Fraker Postcard Collection,No,1,"Presbyterian church, Maxwell, Iowa"
991011546612604641,ms108_ihpc_siouxa0004; grinnell:15526,In Repository,Fleming Fraker Postcard Collection,No,1,"Reservoir, Sioux City, Iowa"
991011546612704641,ms108_ihpc_maxwel0001; grinnell:15428,In Repository,Fleming Fraker Postcard Collection,No,1,"West side Main Street looking north, Maxwell, Iowa"
991011546612804641,ms108_ihpc_siouxa0005; grinnell:15525,In Repository,Fleming Fraker Postcard Collection,No,1,"Swedish Mission Church, Sioux City, Iowa"
991011546612904641,ms108_ihpc_maya0001; grinnell:15427,In Repository,Fleming Fraker Postcard Collection,No,1,"May City Cornet Band, May City, Iowa"
991011546613004641,ms108_ihpc_waterl0013; grinnell:15524,In Repository,Fleming Fraker Postcard Collection,No,1,"Cedar River from bluff near Waterloo, Iowa"
991011546613104641,ms108_ihpc_maynar0001; grinnell:15426,In Repository,Fleming Fraker Postcard Collection,No,1,"Scene near Maynard, Iowa"
