group_id,collection_id,mms_id,originating_system_id,compoundrelationship,dc:title,dcterms:alternative,oldalttitle,dc:identifier,dcterms:identifier.dcterms:URI,dc:creator,dc:contributor,dcterms:tableOfContents,dc:subject,dcterms:subject.dcterms:LCSH,dcterms:subject.dcterms:LCSH,dc:description,dcterms:provenance,dcterms:bibliographicCitation,dcterms:abstract,dcterms:publisher,dc:date,dcterms:created,dcterms:issued,dcterms:dateSubmitted,dcterms:dateAccepted,dc:type,dc:format,dcterms:extent,dcterms:medium,dcterms:format.dcterms:IMT,dcterms:type.dcterms:DCMIType,dc:language,dc:relation,dcterms:isPartOf,dcterms:isPartOf,dc:coverage,dcterms:spatial,dcterms:spatial.dcterms:Point,dcterms:temporal,dc:rights,dc:source,bib custom field,rep_label,rep_public_note,rep_access_rights,rep_usage_type,rep_library,rep_note,rep_custom field,file_name_1,file_label_1,file_name_2,file_label_2,googlesheetsource,dginfo
,81345051960004641,,dg_1780413456,,Rick Kellar (Class of 1975),,,http://hdl.handle.net/11084/1780413456,,Rick Kellar (Class of 1975),,,Reunion 2025,Grinnell College. , Alumni and alumnae. ,,,,Reunion 2025 oral history interview with Rick Kellar (Class of 1975),Grinnell College,,1975,,,,sound,born digital,26 minutes 16 seconds,sound_recording,audio/mp3,Sound,English,,Digital Grinnell, Grinnell College Alumni Oral Histories,,,,,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,,,,,dg_1780413456.mp3,Recording,dg_1780413456.pdf,Transcript PDF,,
